,reference,keywords_0,keywords_1,keywords_2
3198,ChIJT9C9sEpWqEcR7fCSO92_Bjw,cozy,,
3199,ChIJfapuUEdWqEcRmCZ1Qo6oL7o,pizza,,
3200,ChIJYVBoPktWqEcRm93RpIspU2c,greek,meat,
3201,ChIJ1YmcEUhWqEcRrzLIhckCI2o,cozy,,
3202,ChIJve1Kq8RQqEcR8PEML0pr-6E,pizza,vegetarian,meat
3203,ChIJ8WDMUDpWqEcR1w-Vum5mKrk,meat,,
3204,ChIJV2qhwkZWqEcRFnPLZEjmdGk,sushi,,
3205,ChIJV52QQZxXqEcREde-yruAALU,pizza,,
3206,ChIJ-zjvkhtXqEcRZouYEEQIoLw,vegetarian,indian,german
3207,ChIJ__-P4TpWqEcR9bci6UzT_YQ,steak,pizza,cozy
3208,ChIJmbrIyEZWqEcRrjGzTR9Ucmg,schnitzel,pork,soup
3209,ChIJPUXLUktWqEcR1Qn7LyFzgIA,tofu,cozy,
3210,ChIJq61fkIb4qEcRFxZRZO5sUpo,,,
3211,ChIJd5hjKLL5qEcRaSUaVbvlY6k,,,
3212,ChIJ_2Ot3kZWqEcRq8lJba8th9U,pizza,soup,
3213,ChIJeeJEBUtWqEcRrpXT15OJhok,pizza,italian,
3214,ChIJ-1ZqatAjZUER40xsyasGr4o,soup,,
3215,ChIJLdR5p-dXqEcRTgcQNAEn5DA,,,
3216,ChIJy7ZYWrFXqEcRvDXT58qQs50,salads,,
3217,ChIJuwlTaJxXqEcR4MSI7HsZda4,,,
3218,ChIJQ8vxPktWqEcRaFVcUioes4s,meat,soup,
3219,ChIJjejX2klWqEcRELqC-OysZDY,pork,burger,pizza
3220,ChIJuVJMXL9XqEcRn2BSEy1JJ9s,,,
3221,ChIJ4ULgR0FWqEcRQtbkPa5qVY4,turkish,burger,vegetarian
3222,ChIJ0UDXj0ZWqEcRR0ScLQe_KKE,italian,pasta,
3223,ChIJr5OOUdxXqEcRX7mF4x3LdlM,pasta,soup,meat
3224,ChIJo2URfrNXqEcReVhYkW37Tow,pizza,schnitzel,
3225,ChIJge0y5uxXqEcRKCMA9YLBT6o,indian,,
3226,ChIJMSUiUTpWqEcRdls_4GVTIUQ,sushi,soup,
3227,ChIJSTdi7UZWqEcRpLnDWPG2quQ,falafel,,
3228,ChIJEXqMA0hWqEcRJimetvyp1eQ,,,
3229,ChIJk8_oDw1WqEcR4v_S2iqMVjs,pork,balkan,grill
3230,ChIJ45UqYRlWqEcR_JLLUuKhN_E,cozy,,
3231,ChIJFd_7jhRWqEcRwK7irfiEiok,lebanese,meat,
3232,ChIJI7hrbxhWqEcRhJ29Ctlp7TI,pizza,meat,italian
3233,ChIJ6UynzWpWqEcR1r5PHrfkdgo,meat,indian,soup
3234,ChIJC0Dw5-D5qEcRF-vKENC51Ew,pizza,,
3235,ChIJuwR0jEZWqEcRmLKUaipAFPs,lobster,dessert,cozy
3236,ChIJuz5ofk9WqEcRs5ru31seOy8,german,,
3237,ChIJ_4cpTkFWqEcRFBRajkd8c7s,sushi,,
3238,ChIJyQu9tSNXqEcRB6iUmwbW6qk,indian,,
3239,ChIJb5GnT6D4qEcRU96TV4ExA4k,cozy,,
3240,ChIJAcLajRNWqEcRL4Ay7BePyMg,tofu,soup,
3241,ChIJtTb4qkZWqEcR6OcXvey_rBo,burger,cozy,
3242,ChIJy5i6qUZWqEcRz8kQ_4YtDdM,pizza,italian,vegan
3243,ChIJjWRvg0ZWqEcR-kW4BeiiUek,thai,soup,shrimp
3244,ChIJzz0XvBNXqEcRAviI0Vfqt5c,cafe,terrace,
3245,ChIJQR0gRkFWqEcR2Pu6JHHS9i0,german,meat,
3246,ChIJUc9LMg1WqEcRjVirfXIeGfI,,,
3247,ChIJPQpYq0ZWqEcRvGCY1h5aFE0,mexican,meat,
3248,ChIJ6QCQiRRWqEcRD9Uv1froDwU,meat,,
3249,ChIJE6JhG7dXqEcRlE4jJNtTWOc,meat,,
3250,ChIJp1l2BERWqEcR3JI_clwC-44,pizza,italian,
3251,ChIJpXCqqkZWqEcRSmn7glUj8D8,sushi,,
3252,ChIJQwiFfd1XqEcRTL_EFPWyiVg,,,
3253,ChIJk4noUUFWqEcRpYYPzata5RY,german,,
3254,ChIJcWYzA0RWqEcRUSsPs9ch6G0,terrace,sushi,meat
3255,ChIJf9n3xWtWqEcRPahPVkpYmMg,cozy,,
3256,ChIJefwURwtWqEcRGr8IMjKPWs0,italian,pizza,pasta
3257,ChIJT-gVd2lWqEcRKmKRj3u16-Y,,,
3258,ChIJJ8zMmmtWqEcR3j7nTNUip1c,meat,soup,
3259,ChIJy7rybmpWqEcRf-rHQ7xZ7J0,pizza,,
3260,ChIJyYikkRBXqEcRW-HcKx1QVQI,burger,meat,
3261,ChIJF2Uj0iBXqEcRcWJj2UpGlEc,pizza,,
3262,ChIJ-2E2hFxWqEcRyWsI9MFFQlM,sushi,dessert,pizza
3263,ChIJX5nE12BXqEcR870BHGtf_TA,currywurst,,
3264,ChIJ5Vy3IwtWqEcRQWw0ZUEOhxE,pizza,,
3265,ChIJGYlZIQ9XqEcR5pn3qlJwL-A,burger,,
3266,ChIJoySLCShXqEcR_Cg5NLPZTF4,cafe,cozy,soup
3267,ChIJJ2JpeAdWqEcRv2eCrXbkaFU,schnitzel,german,
3268,ChIJ-7QXZuxXqEcRm2FwU_uYIkM,cozy,,
3269,ChIJE9565-xVqEcRVb_QYDcvVjQ,schnitzel,,
3270,ChIJ92Ae8_xVqEcRuHw223D9VMc,salads,vegetarian,
3271,ChIJqdjRAqP4qEcR1twNlJNfr6A,,,
3272,ChIJfeRQ4Jf4qEcRZs6K5wd60Us,,,
3273,ChIJY3AlJYVXqEcRhVAPMdLiFv8,,,
3274,ChIJdbtwucD4qEcRdj4fQmIhhi4,sushi,,
3275,ChIJiaQQPZ74qEcRFr1phyURgVc,,,
3276,ChIJh5XqQGP5qEcR5FzJiip1HIs,italian,pizza,
3277,ChIJ5Qwc0RdWqEcRezvNJBYDdFQ,meat,,
3278,ChIJd207AR9WqEcRCcxRhSMIvUI,,,
3279,ChIJ_ywh0qj4qEcRpJHFs8XGuio,currywurst,dessert,soup
3280,ChIJQ6OL1NVXqEcR-brRgmKGKjM,,,
3281,ChIJV_s24NVXqEcRI8ZmpndbDTI,german,meat,
3282,ChIJwSTK1eb5qEcRED8jImh19vw,salads,pizza,pasta
3283,ChIJBRFjCGD4qEcRKV1AaIroqBU,,,
3284,ChIJw-QxZ435qEcRzDfTET2bwto,turkish,pizza,currywurst
3285,ChIJx-1VOJX5qEcRMSLfHEkgyiw,burger,meat,
3286,ChIJn3KpFa35qEcRpmwOnHTYHpc,salads,meat,
3287,ChIJ12blAYT4qEcR2PNVwNl_VK4,,,
3288,ChIJU7JPi2T5qEcRgLSSzbs8Ljw,terrace,burger,
3289,ChIJjfa2O9RXqEcRklVcIlY7XMI,sushi,,
3290,ChIJNcZPCV_4qEcR0yAKT_nEohU,vegan,,
3291,ChIJFS7l8eZXqEcRJIA-Z60qMMA,sushi,meat,
3292,ChIJ5WR95glXqEcRGUVK8DpInl8,burger,meat,
3293,ChIJ03u5rIb4qEcRAMMDAVkBkNo,burger,currywurst,meat
3294,ChIJ_00s9PH4qEcRNVgsNeEPnak,cozy,,
3295,ChIJ1eZ34In4qEcRMOr1icSm4NA,cozy,,
3296,ChIJ3Se-JVn4qEcR4y9koeGPLnc,german,vegan,
3297,ChIJjzwILNRXqEcRntunffgdvyA,pizza,,
3298,ChIJpzHzxqJXqEcRhp_h-x-hTdE,italian,soup,
3299,ChIJ38MHkuRXqEcR5XIMA4M3wEE,terrace,,
3300,ChIJ2957vMRXqEcRp2ZFx6ag4bg,pasta,steak,italian
3301,ChIJIX7o3XdXqEcR08Oz-eoNvN8,italian,german,
3302,ChIJR7circdXqEcR75tIafnMCIE,german,,
3303,ChIJXcNqhcpXqEcRI6KlK5T49JA,cozy,steak,pasta
3304,ChIJzUs57tBXqEcRxiuKD8K24AE,german,,
3305,ChIJDwshsilXqEcRIBQfiNtIlYc,burger,,
3306,ChIJOZcZ1sZXqEcRE7zFzRfAe4I,pasta,italian,pizza
3307,ChIJVSLZe0xXqEcRv6NqGOxr-8c,pizza,italian,pasta
3308,ChIJM5VqqSVXqEcRPEhnNxBEyd0,pasta,german,terrace
3309,ChIJ9wfdbs1XqEcRQAEU0ct_ju8,,,
3310,ChIJ8yEkP0tWqEcRJtNlbyIK4GU,pizza,italian,
3311,ChIJN7lchFFWqEcR4XRYGJtUWhE,italian,,
3312,ChIJ_ZHhVF5XqEcRhCKXtwHk1Zg,currywurst,vegetarian,vegan
3313,ChIJFd7W_LNXqEcRS4McGCeG8NI,soup,vegetarian,
3314,ChIJ_Q5ohbBXqEcRxfpvEANIdOg,,,
3315,ChIJLyh5Px1XqEcRiqREkc014Eg,pizza,,
3316,ChIJkV23P0tWqEcRtkmzFv1dU9c,thai,,
3317,ChIJf1yiCN1XqEcRaKqCcDVfjk8,grill,,
3318,ChIJyeDbPEtWqEcRQrj1iNAyJtY,,,
3319,ChIJi96BhrpXqEcR1gKL7WH3QDc,balkan,wines,cozy
3320,ChIJby-1tkpWqEcR4R_QtmTW0u0,,,
3321,ChIJxShSqbpXqEcRS6-npcmwn-8,pasta,,
3322,ChIJ3dUOm7RXqEcRLFx5SgrDeOY,,,
3323,ChIJ1UQi1lNWqEcROzIcbbrNIW0,schnitzel,cozy,dessert
3324,ChIJEUPBSeNXqEcRKnO67fOqLGw,falafel,,
3325,ChIJTbIRyLRXqEcR1xuAnIHNr7Q,steak,,
3326,ChIJL2YbwHtXqEcRHBGCJlNYyds,falafel,,
3327,ChIJ8-B3lUxWqEcRWZm1d912ha8,cozy,,
3328,ChIJlX-XakpWqEcRya9o2Nlh7bU,cozy,,
3329,ChIJAey6BUtWqEcR0YioJkRWDkI,sushi,,
3330,ChIJQeWWrMlXqEcRJezJmkCZ6wc,,,
3331,ChIJJcG3F4tWqEcRCKlTzB1I7WU,,,
3332,ChIJ25aXbQRXqEcRTBBg2sF8dZM,,,
3333,ChIJNUSxg09WqEcRGWX4Io77NNo,meat,,
3334,ChIJFxMQm_RWqEcRqmedhhmn_k8,currywurst,,
3335,ChIJK3AE8AZXqEcR40yvMYEKU9k,pizza,cozy,
3336,ChIJm6zMpFRXqEcRQL-oS-yYbG8,schnitzel,,
3337,ChIJIcmplYBWqEcR5i8WGtWE2NA,,,
3338,ChIJ3dqz7pZWqEcR3UWszmMhlmE,schnitzel,pizza,
3339,ChIJw8JlgM1XqEcRSVk3nP--XIY,meat,,
3340,ChIJDcPMnItWqEcRg-v44DUqt20,pizza,italian,
3341,ChIJhbfRYoxWqEcRbZfsbXBDH9A,,,
3342,ChIJZUqxeotWqEcRT4ybiWkFayc,burger,falafel,meat
3343,ChIJ0WKkW5JXqEcRjWKBQrlU2sw,currywurst,,
3344,ChIJB4RuQfVWqEcR4Y7VyuS5lSs,,,
3345,ChIJ3XpQOchXqEcR0w5NDHifgf8,sushi,vegan,
3346,ChIJF2vnJO1WqEcRg_v3R_E7XCI,soup,,
3347,ChIJa6gQY4xWqEcR1OdKvN0ZWvA,,,
3348,ChIJHTAseYxWqEcRr2Sswt1S-LU,grill,cozy,
3349,ChIJxyz0t-xWqEcRzovdfbhkx-Q,salads,,
3350,ChIJA-ihxZJWqEcReehIACgaApU,burger,,
3351,ChIJxQ13A8hWqEcRF5BZYEVNeps,dessert,,
3352,ChIJF7Yy4LBWqEcRglnoQUvd9a4,german,,
3353,ChIJiyYW_rdWqEcRQqkZSZcD6b4,indian,,
3354,ChIJ2elKdBVRqEcRHyJx6atHcxM,salads,pasta,greek
3355,ChIJKf8IeRVRqEcRtkuZWUFdgYk,cozy,,
3356,ChIJuaTeczxRqEcR-Jk--Gm3GuM,tofu,soup,
3357,ChIJhTRoXTBRqEcRjkXG-_WLAyk,steak,pizza,
3358,ChIJDYxXXBVRqEcRZZb3yMll7ds,,,
3359,ChIJQ2wGGjxRqEcR-xCjUfvL1mE,tofu,chinese,german
3360,ChIJyapGcjpRqEcRoppOLWJ6ET8,,,
3361,ChIJieSC88dWqEcRXiNmC3VfxQI,cozy,,
3362,ChIJ__97OTpRqEcRabFcxGrXO2g,sushi,soup,
3363,ChIJoY2jsDtRqEcRNhPokHGhQL0,turkish,meat,
3364,ChIJncNeiMdWqEcRGJNBxr3B2Og,german,shrimp,
3365,ChIJq6r2jDtRqEcRYedjAgKeAdM,sushi,cozy,
3366,ChIJ1fAI6UNRqEcROycS1YvGmHQ,,,
3367,ChIJWVVM4zBRqEcRaUTisrt_eV4,pizza,italian,pasta
3368,ChIJN7ZzeR9RqEcRqH07pa4tYgw,sushi,vegetarian,
3369,ChIJY5aAMwNRqEcRyl4iJayjiv4,sushi,soup,japanese
3370,ChIJNSgEXMdWqEcRcLeaR974juc,meat,,
3371,ChIJUZvzocdWqEcRD_q4X3SFfH0,pizza,meat,
3372,ChIJn-EzosBWqEcRtQkqG3pNEKs,steak,burger,meat
3373,ChIJs0q9g7hWqEcRPKuS8sBudRw,pizza,pasta,italian
3374,ChIJlxamUcdWqEcR8gVikBarJEE,,,
3375,ChIJr2d_27hWqEcRxA1EQOt5c1w,pizza,cozy,
3376,ChIJuQWMqMBWqEcRZqH7dZOTnnE,italian,pizza,
3377,ChIJC4RABsBXqEcRZ6jD7o1UOkM,burger,,
3378,ChIJRweFhsdWqEcRQtiFZz-U998,burger,steak,grill
3379,ChIJC30AsEFWqEcRuqBudG9X6Ks,turkish,,
3380,ChIJLy3ES69XqEcRvjQKk37nQ_4,indian,,
3381,ChIJPUW-oMBWqEcRugAZ3MIwt_s,,,
3382,ChIJ5YG3mnZXqEcRxforatKf4iU,,,
3383,ChIJOX1JSLVXqEcRZ6rOmEyfMZU,pizza,pasta,
3384,ChIJCVbkpbVWqEcReVL5ajfF7VA,pizza,,
3385,ChIJLTdyAbhWqEcRdm24UGIBIDU,german,,
3386,ChIJT9V26tRQqEcRPIIDViFrIOQ,italian,pasta,
3387,ChIJ8dDWn9hWqEcRbj6hgUsUPhI,italian,pasta,
3388,ChIJ0TBTReNRqEcRWDeqRlDNcQY,pizza,pasta,italian
3389,ChIJYxRYOHZXqEcRpPbzBswEEU8,terrace,,
3390,ChIJIQLxqSlXqEcR4VIvx2Ky9qo,italian,pasta,dessert
3391,ChIJjfq9uy5XqEcRQCeKxpMEo1g,italian,pizza,
3392,ChIJpdFkcCtXqEcRJDYRUcP7-9A,pizza,cafe,italian
3393,ChIJXX5D70ZRqEcRYNvPzeRPJZU,pasta,pizza,
3394,ChIJtbAgmihXqEcRqpZ8m_gJA4s,indian,vegetarian,
3395,ChIJbTKRpNBQqEcRkDEmF5BpLQo,steak,italian,terrace
3396,ChIJmRaE9StXqEcRJvFYj2DpxDo,steak,soup,german
3397,ChIJe2ZPJddWqEcRSSgmEv8S1KA,steak,salads,
3398,ChIJ7901kRhXqEcRaAuEa7LXp5k,pizza,vegetarian,pasta
3399,ChIJhVmsUNRQqEcRnALPFXhR5cU,shrimp,,
3400,ChIJ47AxTtRQqEcRYfqhRCCf3WU,mexican,cozy,vegetarian
3401,ChIJBXjuBSlXqEcRCGEkyIgNY2Y,italian,,
3402,ChIJX4oVeyhXqEcRY68h8GYg1y4,thai,soup,
3403,ChIJMeLkGdpXqEcR2jDpGlmh394,thai,tofu,
3404,ChIJr8UW59RWqEcRwAsIxcyRbg4,cafe,vegetarian,vegan
3405,ChIJ2XbkVtRQqEcRwNFXLVNVyYk,german,,
3406,ChIJ6RZs1S5RqEcR4nHXgI3khO0,pasta,italian,pizza
3407,ChIJP--u8QFRqEcRG4udldag3yM,thai,dessert,
3408,ChIJ-1XjfCdXqEcRI6J1Bw-gd60,grill,salads,
3409,ChIJUY0wzkBXqEcR_5tvooL5OHI,,,
3410,ChIJn7lau9RWqEcR0_DCXfB8Eno,,,
3411,ChIJRVn-jtlWqEcR3Qrj6dBhoa8,dessert,chinese,
3412,ChIJ70vv9SxRqEcR0y-1t2iaicE,soup,,
3413,ChIJux7-Yd5WqEcRNpUNmrMiwVo,schnitzel,german,
3414,ChIJnT8I5K1RqEcRbm7UYr7nGHw,german,turkish,
3415,ChIJJy9IitlWqEcRPSRldkcjMAo,cozy,,
3416,ChIJAf6JqSVXqEcRLPnn6Aqov8Y,pizza,,
3417,ChIJCWVmXxlXqEcRVAfWLEVqc50,,,
3418,ChIJs7a-dhlXqEcRYoLZp6PHM5g,german,vegetarian,
3419,ChIJE7voZiBXqEcRxI634IiC2yc,currywurst,,
3420,ChIJC5uheNhWqEcRTKyC3TbZO44,cozy,,
3421,ChIJUbIv7CtXqEcROFoT1k4mxm0,schnitzel,german,
3422,ChIJXeZZFClXqEcRukhuQ4V18Uk,soup,sushi,
3423,ChIJxT72eJ9XqEcRxE29wm27rN0,steak,falafel,german
3424,ChIJJwd40PVRqEcR4lbrmzAPW6o,,,
3425,ChIJ_XaZbNNXqEcRrXELft6TJQI,schnitzel,german,
3426,ChIJc2ngNSlXqEcR0ol5qDnrrPQ,schnitzel,,
3427,ChIJ82ahpzJXqEcRFId6wql3O_I,,,
3428,ChIJyUg9YydXqEcRIOFm40CQqP0,dessert,vegetarian,
3429,ChIJjx0VmSxXqEcRI3SMb0QA3zI,terrace,grill,german
3430,ChIJCSR5miBXqEcRh9v1kM28W30,greek,,
3431,ChIJc5hTn9hWqEcRZHiHqNpwADk,cozy,,
3432,ChIJgVKPYNRWqEcR9Rh8onQS8Hs,pizza,,
3433,ChIJ9a1oCEBXqEcRpfcBs5P5J_Q,schnitzel,dessert,vegan
3434,ChIJ6_5ucxlXqEcRl1WOrQWISCI,currywurst,cozy,
3435,ChIJATKAy6xXqEcRh4523qX0NsI,turkish,vegetarian,pizza
3436,ChIJiRXJDg9XqEcR9nJTLr91HBE,italian,pasta,wines
3437,ChIJ5VsaBwZXqEcRKHo-q6kzMgY,italian,pasta,pizza
3438,ChIJI68L_MdQqEcRC6uhb5vm8Zg,schnitzel,pork,currywurst
3439,ChIJM8Gy80tXqEcRv-q9KEm-4MU,grill,schnitzel,balkan
3440,ChIJJ037jkxXqEcRvggYDZO9uRo,italian,pizza,cozy
3441,ChIJ40M2BsNQqEcRWf9etfz3O0U,greek,,
3442,ChIJW89ru7NRqEcRNnQtGrcWhp4,iranian,,
3443,ChIJaUIIb91QqEcRI-_43DvTih8,italian,,
3444,ChIJ2eabkiBRqEcRgcPA6WWtwiM,pizza,pasta,
3445,ChIJ8dRTT9lQqEcRazQDzR9xFL0,german,,
3446,ChIJx1ivY-BQqEcRVw28C0LOcoo,burger,meat,vegetarian
3447,ChIJ7-Y_3DxYqEcRdM_4hDjMTp4,german,cozy,
3448,ChIJbdM24W9YqEcRTmvq8Zg8Q4I,soup,cozy,
3449,ChIJdRF60G9YqEcRNJhmHboIKlI,meat,,
3450,ChIJvYE2hTNZqEcRZi1KJD0nMgs,greek,dessert,
3451,ChIJr1PtAEJYqEcRVg_pZgqZWlE,cafe,,
3452,ChIJx1aPNyhZqEcROaciGF5Dkj4,burger,german,
3453,ChIJrUzTbuRQqEcRMYbZzSztqhs,steak,meat,japanese
3454,ChIJMXun4b1aqEcRYzrDnogCtVE,burger,,
3455,ChIJVX-Ac_pYqEcR8pMoiTL5l9w,mediterranean,german,terrace
3456,ChIJ8fmcZfpYqEcRt8FGGV1WuhU,pizza,cozy,schnitzel
3457,ChIJtxppssdYqEcR5tLXmUhAcTA,german,,
3458,ChIJM0SVWPlZqEcRwuSUR3V7oPY,indian,,
3459,ChIJNeEdCsFYqEcRhWE37xFKw_Y,mediterranean,italian,
3460,ChIJjS6uiChZqEcRoI5VNwY-VyQ,german,sushi,
3461,ChIJ6d8ag-5ZqEcRtjON3jV82Fw,burger,cozy,
3462,ChIJ41P363JZqEcRUunEfnSW9sQ,currywurst,,
3463,ChIJ8bcTP6A7ZUER-KNUZCWUArg,pizza,,
3464,ChIJl3xlrrtYqEcRgyHBSrfCGtY,burger,,
3465,ChIJQQKVrQo7ZUERyIUsc5J5FZ8,sushi,chinese,meat
3466,ChIJ6Ut-QsFYqEcR55Gf3lfjuzc,cafe,vegan,
3467,ChIJ11C2sp1YqEcRSAclBxg_dKo,schnitzel,pork,cozy
3468,ChIJKbIXlKNbqEcRh92AqQDrNjU,cozy,,
3469,ChIJhbXao8JYqEcRCKdRTPiZUJg,schnitzel,,
3470,ChIJJ90Lp0pZqEcRRd58GjhoTIU,pizza,pasta,italian
3471,ChIJgewxQXZZqEcRv499C2kZQOY,wines,cozy,pasta
3472,ChIJZ8DSDN1ZqEcRQEc_nSLLhmo,pizza,pasta,italian
3473,ChIJRd_RHJ9ZqEcR78tjwahBeB4,salads,cozy,
3474,ChIJR-1m05hZqEcRySdITqN8_mo,schnitzel,burger,german
3475,ChIJ677NXQZZqEcRZUpKfUTpE2w,meat,german,vegetarian
3476,ChIJidKZOZ9ZqEcRTyVi57NyG2g,dessert,soup,german
3477,ChIJ8zNK8wZZqEcRxI57hTy3beM,currywurst,vegan,
3478,ChIJK9Ql6sxZqEcRMoUqcXvhFjM,cozy,german,
3479,ChIJVU9PWFFYqEcRGoG9WtXsWOc,terrace,burger,german
3480,ChIJdWug0ZFZqEcRsllOAM0vD8M,dessert,terrace,meat
3481,ChIJ79V42XlZqEcROa-VCnUZfas,italian,pasta,pizza
3482,ChIJidKZOZ9ZqEcRLnVxLpasgvk,cafe,soup,vegetarian
3483,ChIJWY0qz2hZqEcRQbGOA0CvCHQ,burrito,mexican,vegetarian
3484,ChIJ01rdWg9ZqEcR-hweZpJfl1U,thai,sushi,vegan
3485,ChIJd6kLWPtZqEcRZo0RvdJfiu8,italian,pizza,vegetarian
3486,ChIJzVtsVAZZqEcR4vgV4b9YCGc,burger,cozy,
3487,ChIJKZFXQL9ZqEcRopt75-AGfm4,currywurst,,
3488,ChIJQSbroipZqEcRChmVL5v77Fo,indian,,
3489,ChIJsfRXRnVZqEcR-0OXBFokU5E,greek,dessert,german
3490,ChIJQ2uaMSBZqEcRlKkIPXd8DzQ,burger,salads,
3491,ChIJt5sVUO5ZqEcRSKLbqwoqjgI,italian,pasta,
3492,ChIJ-0t7MZ9ZqEcRJlKrFf4JUe4,wines,dessert,terrace
3493,ChIJf6nmTsxZqEcRjUD_oMlSEBI,currywurst,,
3494,ChIJJTV0Rg9ZqEcRH9KVPKa6S90,cozy,german,
3495,ChIJkWgIuCRZqEcRW9XNh5W2vWw,burger,pasta,german
3496,ChIJM7U_mitaqEcRTovqfZ8673M,schnitzel,german,meat
3497,ChIJuY5tLC5aqEcROap8x9bd7XE,italian,,
3498,ChIJbZnDJylaqEcRDmYWk5Scxko,burrito,tacos,mexican
3499,ChIJIeEd9jFaqEcRqB6ZSgkTwqw,italian,,
3500,ChIJAcZO6xFZqEcR4fWSNHKrrnM,,,
3501,ChIJf3rd74NZqEcRXNwY3Wn_3dc,pizza,pasta,italian
3502,ChIJtYe7LsFZqEcRi-EPOdUocj8,steak,italian,dessert
3503,ChIJH-yqnYlZqEcRTl4KRiCB_J4,shrimp,tofu,
3504,ChIJNQFb6gFbqEcRLTeAjka_Lq4,sushi,,
3505,ChIJ76e2cixaqEcR1TgdglV3bPM,croatian,grill,meat
3506,ChIJLUlfGDNaqEcRAfxsdYJXw-k,steak,meat,vegetarian
3507,ChIJc6Z3t3hZqEcRubVWS_LMT1M,italian,pasta,pizza
3508,ChIJVxrBgIhZqEcRH1MwRKZeb84,,,
3509,ChIJRTkDNDNaqEcRaxesAR7hFb4,soup,,
3510,ChIJoU-buYxbqEcRgZs8rhmTZA0,pork,,
3511,ChIJkWun0ZFZqEcRZswRXEawQF0,schnitzel,terrace,
3512,ChIJFfTCLIBZqEcR3C2XXxgOx8I,steak,pork,meat
3513,ChIJ1WEEdDFaqEcR0PLqSh5rN5o,sushi,,
3514,ChIJJ2jbuMhbqEcR201OoskopQg,sushi,,
3515,ChIJTVvF5DFaqEcR5gGOFqKOFBU,pizza,,
3516,ChIJywrOyzNaqEcRAvM14P1ZrPc,pizza,italian,
3517,ChIJ1X-ryjpbqEcR5PfWgy1o0Ug,vegan,thai,
3518,ChIJ0QgDGzNaqEcRLO5zWMNniVE,soup,,
3519,ChIJ_21KATNaqEcRyNS35iwlWY0,thai,german,
3520,ChIJowkA2DBaqEcRjVv07YzNti4,tacos,fajitas,
3521,ChIJ0bzfhYhZqEcR7gNw39cvw0k,vegan,,
3522,ChIJU0xSXzFaqEcRTxjVVtGKVqQ,burger,german,
3523,ChIJy4BEty5bqEcRe98DdIzSlgE,dessert,,
3524,ChIJUcHxczFaqEcRKx_yKM1Cf-Y,salads,,
3525,ChIJyz2SmitaqEcRbo40gHTpO-o,pizza,pasta,
3526,ChIJ3ROo9TBaqEcR2P5NFyLQLD4,schnitzel,german,cozy
3527,ChIJefTgpolZqEcR0vqg4GbxZNc,wines,italian,cozy
3528,ChIJgW0IEPxbqEcRpFkpc9Sh7Go,burger,meat,
3529,ChIJvaBwJn5ZqEcRHfVV4CkuYMY,german,cozy,
3530,ChIJ52grS21bqEcRijBjOwUmP4w,vegan,meat,
3531,ChIJFZBUK81bqEcRHeUWNIOu4DE,sushi,vegetarian,
3532,ChIJT3yzycxbqEcRWNW_tKUhP70,korean,soup,cozy
3533,ChIJdUSH_TBaqEcRKDqapm8g2R0,currywurst,,
3534,ChIJaRFfkiFaqEcRFKwrxgDyFhw,dessert,greek,grill
3535,ChIJQXoeODNaqEcRXK84Q6yGZ3A,indian,salads,
3536,ChIJQx51UldbqEcRpTLpFn67T9I,currywurst,,
3537,ChIJR9JwoTlbqEcRT-Yp1jWZpS8,cozy,,
3538,ChIJ0QoZn75bqEcRih5LqTU3eNM,,,
3539,ChIJo_Ot4G07ZUERdk8swOk4Ess,schnitzel,german,grill
3540,ChIJ300xP-tbqEcRficCBwopgig,,,
3541,ChIJBxUM_MRbqEcRooUVOdzBEUc,fajitas,mexican,cozy
3542,ChIJEzWJBblbqEcRMKuk4uR_CwE,pizza,italian,pasta
3543,ChIJo0sil75bqEcRoysII-wF6G8,croatian,cafe,
3544,ChIJX-MuqeZbqEcRRpOkusq2iec,sushi,soup,
3545,ChIJ76WiyOxbqEcRXa5b53vUF8U,italian,pizza,
3546,ChIJMaBNTeFbqEcRENYRENSO3xs,meat,,
3547,ChIJeZJEEKdbqEcRFg-6C4BppOU,,,
3548,ChIJO14XHudbqEcRZLrEcecMo4M,italian,pasta,steak
3549,ChIJdV5CgetbqEcRvdRr-xACgaA,currywurst,,
3550,ChIJP5cGJDNaqEcRfnlznIiTnDk,,,
3551,ChIJsTLSHuxbqEcRMYIBgT508_8,greek,,
3552,ChIJ6-wu0XhZqEcRu6M4Z-7gY-I,italian,cozy,
3553,ChIJXesqyMxbqEcRj79q-QWC4KY,pizza,pasta,
3554,ChIJ--cRUqBbqEcRp_yMsmG5l6E,terrace,,
3555,ChIJ_cZGmLdbqEcRSDC13cGmKPE,schnitzel,,
3556,ChIJRaKer0dbqEcR1zX8rvMEVqc,burger,meat,vegetarian
3557,ChIJq6qqqjtaqEcRxUWaIgv1mYs,wines,cozy,
3558,ChIJf6gLpBZaqEcRLTwD9ACUBEA,pizza,pasta,italian
3559,ChIJwdCjJQ5aqEcR1xsfp27eMFA,,,
3560,ChIJYWdkj_VZqEcRfI-psCXMCMU,terrace,,
3561,ChIJi_slHxZaqEcRPVShj_LQYes,meat,,
3562,ChIJJ249qRJaqEcRM-aTUf4GOXM,chinese,vegetarian,
3563,ChIJkRxycfVZqEcRHnbLoLap2E0,terrace,,
3564,ChIJrcNS6hFaqEcR5__JzvK9QNA,cozy,,
3565,ChIJPXXVJSRaqEcRw6yTZ0Waquc,,,
3566,ChIJI660SgtXqEcRocuzCVzMtj4,cafe,burger,terrace
